[2026-06-27T22:19:55.797Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0r5nbpw._.js → pending (?ms, ?B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1ybzpk2._.js → 200 (110ms, 248032B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_1r9vbqw._.js → 200 (116ms, 1984B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/_1anvha4._.js → 200 (116ms, 756B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/turbopack-_01_ro95._.js → 200 (111ms, 92351B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_1e9_p6y._.js → 200 (115ms, 208717B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_007e4b2._.js → 200 (116ms, 315B)
[2026-06-27T22:19:55.821Z] GET http://localhost:3000/_next/static/chunks/_08zpqiu._.js → 200 (122ms, 108576B)
[2026-06-27T22:19:55.851Z] GET http://localhost:3000/_next/static/chunks/src_app_dashboard_page_tsx_1q563dm._.js → 200 (92ms, 241B)
[2026-06-27T22:19:55.851Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_1q563dm.js → 200 (92ms, 212B)
[2026-06-27T22:19:56.027Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1mojsay._.js → 200 (77ms, 15615B)
[2026-06-27T22:19:56.027Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_1xch-cm._.js → 200 (76ms, 289B)
